id,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Season
4981,Botafogo-RJ,Atletico-MG,0,0,D,2014
4982,Palmeiras,Athletico-PR,1,1,D,2014
4983,Gremio,Flamengo,1,1,D,2014
4984,Cruzeiro,Fluminense,2,1,H,2014
4985,Goias,Chapecoense,4,2,H,2014
4986,Chapecoense,Coritiba,2,1,H,2015
4987,Palmeiras,Atletico-MG,2,2,D,2015
4988,Fluminense,Joinville,1,0,H,2015
4989,Gremio,Ponte Preta,3,3,D,2015
4990,Athletico-PR,Internacional,3,0,H,2015
4991,Sao Paulo,Flamengo,2,1,H,2015
4992,Cruzeiro,Corinthians,0,1,A,2015
4993,Sport,Figueirense,4,1,H,2015
4994,Avai,Santos,1,1,D,2015
4995,Vasco,Goias,0,0,D,2015
4996,Goias,Athletico-PR,2,0,H,2015
4997,Coritiba,Gremio,2,0,H,2015
4998,Corinthians,Chapecoense,1,0,H,2015
4999,Figueirense,Vasco,0,0,D,2015
5000,Atletico-MG,Fluminense,4,1,H,2015
5001,Flamengo,Sport,2,2,D,2015
5002,Santos,Cruzeiro,1,0,H,2015
5003,Joinville,Palmeiras,0,0,D,2015
5004,Ponte Preta,Sao Paulo,1,0,H,2015
5005,Internacional,Avai,1,0,H,2015
5006,Sao Paulo,Joinville,3,0,H,2015
5007,Vasco,Internacional,1,1,D,2015
5008,Gremio,Figueirense,1,0,H,2015
5009,Palmeiras,Goias,0,1,A,2015
5010,Chapecoense,Santos,1,0,H,2015
5011,Athletico-PR,Atletico-MG,1,0,H,2015
5012,Fluminense,Corinthians,0,0,D,2015
5013,Avai,Flamengo,2,1,H,2015
5014,Cruzeiro,Ponte Preta,1,1,D,2015
5015,Sport,Coritiba,1,0,H,2015
5016,Ponte Preta,Chapecoense,3,1,H,2015
5017,Coritiba,Avai,1,2,A,2015
5018,Joinville,Athletico-PR,1,2,A,2015
5019,Santos,Sport,2,2,D,2015
5020,Goias,Gremio,1,1,D,2015
5021,Atletico-MG,Vasco,3,0,H,2015
5022,Corinthians,Palmeiras,0,2,A,2015
5023,Internacional,Sao Paulo,0,0,D,2015
5024,Flamengo,Fluminense,2,3,A,2015
5025,Figueirense,Cruzeiro,2,1,H,2015
5026,Athletico-PR,Figueirense,1,0,H,2015
5027,Vasco,Ponte Preta,0,3,A,2015
5028,Chapecoense,Joinville,2,0,H,2015
5029,Sao Paulo,Santos,3,2,H,2015
5030,Cruzeiro,Flamengo,1,0,H,2015
5031,Avai,Atletico-MG,1,4,A,2015
5032,Gremio,Corinthians,3,1,H,2015
5033,Fluminense,Coritiba,2,0,H,2015
5034,Sport,Goias,1,0,H,2015
5035,Palmeiras,Internacional,1,1,D,2015
5036,Atletico-MG,Cruzeiro,1,3,A,2015
5037,Flamengo,Chapecoense,1,0,H,2015
5038,Santos,Ponte Preta,2,2,D,2015
5039,Athletico-PR,Vasco,2,0,H,2015
5040,Joinville,Corinthians,0,1,A,2015
5041,Sao Paulo,Gremio,2,0,H,2015
5042,Internacional,Coritiba,2,0,H,2015
5043,Figueirense,Palmeiras,2,1,H,2015
5044,Goias,Avai,0,1,A,2015
5045,Fluminense,Sport,0,0,D,2015
5046,Atletico-MG,Santos,2,2,D,2015
5047,Coritiba,Flamengo,0,1,A,2015
5048,Chapecoense,Sao Paulo,0,1,A,2015
5049,Corinthians,Internacional,2,1,H,2015
5050,Sport,Joinville,2,1,H,2015
5051,Vasco,Cruzeiro,1,3,A,2015
5052,Ponte Preta,Goias,0,0,D,2015
5053,Avai,Figueirense,1,1,D,2015
5054,Palmeiras,Fluminense,2,1,H,2015
5055,Gremio,Athletico-PR,2,1,H,2015
5056,Figueirense,Internacional,0,0,D,2015
5057,Sport,Vasco,2,1,H,2015
5058,Flamengo,Atletico-MG,0,2,A,2015
5059,Santos,Corinthians,1,0,H,2015
5060,Gremio,Palmeiras,1,0,H,2015
5061,Cruzeiro,Chapecoense,0,1,A,2015
5062,Joinville,Goias,2,1,H,2015
5063,Athletico-PR,Coritiba,2,2,D,2015
5064,Sao Paulo,Avai,1,1,D,2015
5065,Fluminense,Ponte Preta,2,0,H,2015
5066,Avai,Gremio,1,2,A,2015
5067,Chapecoense,Sport,1,1,D,2015
5068,Corinthians,Figueirense,2,1,H,2015
5069,Atletico-MG,Joinville,1,0,H,2015
5070,Palmeiras,Sao Paulo,4,0,H,2015
5071,Goias,Fluminense,1,2,A,2015
5072,Ponte Preta,Athletico-PR,2,1,H,2015
5073,Coritiba,Cruzeiro,1,0,H,2015
5074,Vasco,Flamengo,1,0,H,2015
5075,Internacional,Santos,1,0,H,2015
5076,Sport,Internacional,3,0,H,2015
5077,Vasco,Avai,1,0,H,2015
5078,Palmeiras,Chapecoense,2,0,H,2015
5079,Atletico-MG,Coritiba,2,0,H,2015
5080,Joinville,Flamengo,0,1,A,2015
5081,Gremio,Cruzeiro,1,0,H,2015
5082,Athletico-PR,Sao Paulo,2,1,H,2015
5083,Corinthians,Ponte Preta,2,0,H,2015
5084,Figueirense,Goias,3,1,H,2015
5085,Fluminense,Santos,2,1,H,2015
5086,Coritiba,Joinville,0,0,D,2015
5087,Chapecoense,Vasco,1,0,H,2015
5088,Cruzeiro,Athletico-PR,2,0,H,2015
5089,Avai,Sport,2,2,D,2015
5090,Goias,Corinthians,0,0,D,2015
5091,Sao Paulo,Fluminense,0,0,D,2015
5092,Santos,Gremio,1,3,A,2015
5093,Ponte Preta,Palmeiras,0,2,A,2015
5094,Flamengo,Figueirense,1,2,A,2015
5095,Internacional,Atletico-MG,1,3,A,2015
5096,Chapecoense,Gremio,1,0,H,2015
5097,Goias,Santos,4,1,H,2015
5098,Coritiba,Ponte Preta,0,0,D,2015
5099,Figueirense,Joinville,0,2,A,2015
5100,Palmeiras,Avai,3,0,H,2015
5101,Atletico-MG,Sport,2,1,H,2015
5102,Internacional,Flamengo,1,2,A,2015
5103,Vasco,Sao Paulo,0,4,A,2015
5104,Corinthians,Athletico-PR,2,0,H,2015
5105,Fluminense,Cruzeiro,1,0,H,2015
5106,Santos,Figueirense,3,0,H,2015
5107,Gremio,Vasco,2,0,H,2015
5108,Ponte Preta,Atletico-MG,0,2,A,2015
5109,Sao Paulo,Coritiba,3,1,H,2015
5110,Joinville,Internacional,0,2,A,2015
5111,Flamengo,Corinthians,0,3,A,2015
5112,Athletico-PR,Fluminense,1,2,A,2015
5113,Cruzeiro,Goias,1,0,H,2015
5114,Sport,Palmeiras,2,2,D,2015
5115,Avai,Chapecoense,2,1,H,2015
5116,Internacional,Goias,2,1,H,2015
5117,Flamengo,Gremio,1,0,H,2015
5118,Corinthians,Atletico-MG,1,0,H,2015
5119,Athletico-PR,Chapecoense,1,0,H,2015
5120,Figueirense,Coritiba,0,0,D,2015
5121,Sport,Sao Paulo,2,0,H,2015
5122,Fluminense,Vasco,1,2,A,2015
5123,Palmeiras,Santos,1,0,H,2015
5124,Cruzeiro,Avai,1,1,D,2015
5125,Joinville,Ponte Preta,1,1,D,2015
5126,Avai,Athletico-PR,1,2,A,2015
5127,Gremio,Sport,1,1,D,2015
5128,Atletico-MG,Figueirense,1,0,H,2015
5129,Chapecoense,Fluminense,2,1,H,2015
5130,Santos,Joinville,2,0,H,2015
5131,Ponte Preta,Internacional,0,0,D,2015
5132,Coritiba,Corinthians,1,1,D,2015
5133,Sao Paulo,Cruzeiro,1,0,H,2015
5134,Goias,Flamengo,0,1,A,2015
5135,Vasco,Palmeiras,1,4,A,2015
5136,Corinthians,Vasco,3,0,H,2015
5137,Atletico-MG,Sao Paulo,3,1,H,2015
5138,Fluminense,Gremio,1,0,H,2015
5139,Coritiba,Goias,1,1,D,2015
5140,Palmeiras,Athletico-PR,0,1,A,2015
5141,Joinville,Avai,2,0,H,2015
5142,Internacional,Chapecoense,0,0,D,2015
5143,Figueirense,Ponte Preta,3,1,H,2015
5144,Flamengo,Santos,2,2,D,2015
5145,Sport,Cruzeiro,0,0,D,2015
5146,Avai,Fluminense,1,0,H,2015
5147,Santos,Coritiba,3,0,H,2015
5148,Athletico-PR,Sport,1,1,D,2015
5149,Vasco,Joinville,0,0,D,2015
5150,Sao Paulo,Corinthians,1,1,D,2015
5151,Cruzeiro,Palmeiras,2,1,H,2015
5152,Ponte Preta,Flamengo,1,0,H,2015
5153,Goias,Atletico-MG,0,0,D,2015
5154,Gremio,Internacional,5,0,H,2015
5155,Chapecoense,Figueirense,2,2,D,2015
5156,Coritiba,Palmeiras,2,1,H,2015
5157,Flamengo,Athletico-PR,3,2,H,2015
5158,Santos,Vasco,1,0,H,2015
5159,Goias,Chapecoense,0,0,D,2015
5160,Figueirense,Sao Paulo,0,2,A,2015
5161,Internacional,Fluminense,1,0,H,2015
5162,Corinthians,Sport,4,3,H,2015
5163,Ponte Preta,Avai,2,0,H,2015
5164,Joinville,Cruzeiro,3,0,H,2015
5165,Atletico-MG,Gremio,0,2,A,2015
5166,Vasco,Coritiba,0,1,A,2015
5167,Athletico-PR,Santos,0,0,D,2015
5168,Sao Paulo,Goias,0,3,A,2015
5169,Palmeiras,Flamengo,4,2,H,2015
5170,Avai,Corinthians,1,2,A,2015
5171,Fluminense,Figueirense,2,1,H,2015
5172,Cruzeiro,Internacional,0,0,D,2015
5173,Sport,Ponte Preta,1,1,D,2015
5174,Gremio,Joinville,2,1,H,2015
5175,Chapecoense,Atletico-MG,2,1,H,2015
5176,Goias,Vasco,3,0,H,2015
5177,Santos,Avai,5,2,H,2015
5178,Figueirense,Sport,2,1,H,2015
5179,Coritiba,Chapecoense,1,0,H,2015
5180,Ponte Preta,Gremio,0,0,D,2015
5181,Joinville,Fluminense,2,1,H,2015
5182,Internacional,Athletico-PR,2,0,H,2015
5183,Corinthians,Cruzeiro,3,0,H,2015
5184,Flamengo,Sao Paulo,2,1,H,2015
5185,Atletico-MG,Palmeiras,2,1,H,2015
5186,Vasco,Figueirense,0,1,A,2015
5187,Sao Paulo,Ponte Preta,3,0,H,2015
5188,Gremio,Coritiba,0,0,D,2015
5189,Avai,Internacional,3,0,H,2015
5190,Palmeiras,Joinville,3,2,H,2015
5191,Fluminense,Atletico-MG,1,2,A,2015
5192,Sport,Flamengo,0,1,A,2015
5193,Chapecoense,Corinthians,1,3,A,2015
5194,Cruzeiro,Santos,0,1,A,2015
5195,Athletico-PR,Goias,3,0,H,2015
5196,Joinville,Sao Paulo,0,0,D,2015
5197,Ponte Preta,Cruzeiro,1,2,A,2015
5198,Internacional,Vasco,6,0,H,2015
5199,Flamengo,Avai,3,0,H,2015
5200,Atletico-MG,Athletico-PR,0,1,A,2015
5201,Coritiba,Sport,0,0,D,2015
5202,Corinthians,Fluminense,2,0,H,2015
5203,Goias,Palmeiras,1,0,H,2015
5204,Santos,Chapecoense,3,1,H,2015
5205,Figueirense,Gremio,0,2,A,2015
5206,Sao Paulo,Internacional,2,0,H,2015
5207,Vasco,Atletico-MG,1,2,A,2015
5208,Athletico-PR,Joinville,0,0,D,2015
5209,Cruzeiro,Figueirense,5,1,H,2015
5210,Chapecoense,Ponte Preta,0,0,D,2015
5211,Gremio,Goias,2,1,H,2015
5212,Palmeiras,Corinthians,3,3,D,2015
5213,Avai,Coritiba,0,2,A,2015
5214,Fluminense,Flamengo,1,3,A,2015
5215,Sport,Santos,1,1,D,2015
5216,Ponte Preta,Vasco,0,1,A,2015
5217,Atletico-MG,Avai,2,0,H,2015
5218,Internacional,Palmeiras,1,0,H,2015
5219,Figueirense,Athletico-PR,1,1,D,2015
5220,Coritiba,Fluminense,1,1,D,2015
5221,Santos,Sao Paulo,3,0,H,2015
5222,Corinthians,Gremio,1,1,D,2015
5223,Goias,Sport,1,0,H,2015
5224,Joinville,Chapecoense,0,0,D,2015
5225,Flamengo,Cruzeiro,2,0,H,2015
5226,Coritiba,Internacional,0,1,A,2015
5227,Palmeiras,Figueirense,2,0,H,2015
5228,Ponte Preta,Santos,3,1,H,2015
5229,Corinthians,Joinville,3,0,H,2015
5230,Cruzeiro,Atletico-MG,1,1,D,2015
5231,Gremio,Sao Paulo,1,2,A,2015
5232,Chapecoense,Flamengo,1,3,A,2015
5233,Vasco,Athletico-PR,2,0,H,2015
5234,Avai,Goias,2,1,H,2015
5235,Sport,Fluminense,1,0,H,2015
5236,Joinville,Sport,1,1,D,2015
5237,Fluminense,Palmeiras,1,4,A,2015
5238,Goias,Ponte Preta,1,2,A,2015
5239,Figueirense,Avai,0,1,A,2015
5240,Athletico-PR,Gremio,1,2,A,2015
5241,Santos,Atletico-MG,4,0,H,2015
5242,Internacional,Corinthians,2,1,H,2015
5243,Cruzeiro,Vasco,2,2,D,2015
5244,Sao Paulo,Chapecoense,0,0,D,2015
5245,Flamengo,Coritiba,0,2,A,2015
5246,Palmeiras,Gremio,3,2,H,2015
5247,Internacional,Figueirense,1,1,D,2015
5248,Ponte Preta,Fluminense,3,1,H,2015
5249,Goias,Joinville,3,0,H,2015
5250,Corinthians,Santos,2,0,H,2015
5251,Vasco,Sport,2,1,H,2015
5252,Atletico-MG,Flamengo,4,1,H,2015
5253,Avai,Sao Paulo,2,1,H,2015
5254,Chapecoense,Cruzeiro,0,2,A,2015
5255,Coritiba,Athletico-PR,2,0,H,2015
5256,Fluminense,Goias,2,0,H,2015
5257,Gremio,Avai,3,1,H,2015
5258,Athletico-PR,Ponte Preta,1,2,A,2015
5259,Santos,Internacional,3,1,H,2015
5260,Flamengo,Vasco,1,2,A,2015
5261,Joinville,Atletico-MG,2,2,D,2015
5262,Figueirense,Corinthians,1,3,A,2015
5263,Sao Paulo,Palmeiras,1,1,D,2015
5264,Sport,Chapecoense,3,0,H,2015
5265,Cruzeiro,Coritiba,2,0,H,2015
5266,Internacional,Sport,2,1,H,2015
5267,Coritiba,Atletico-MG,0,3,A,2015
5268,Sao Paulo,Athletico-PR,1,0,H,2015
5269,Avai,Vasco,1,1,D,2015
5270,Flamengo,Joinville,2,0,H,2015
5271,Santos,Fluminense,3,1,H,2015
5272,Cruzeiro,Gremio,0,0,D,2015
5273,Goias,Figueirense,2,3,A,2015
5274,Ponte Preta,Corinthians,2,2,D,2015
5275,Chapecoense,Palmeiras,5,1,H,2015
5276,Atletico-MG,Internacional,2,1,H,2015
5277,Sport,Avai,3,0,H,2015
5278,Joinville,Coritiba,3,1,H,2015
5279,Figueirense,Flamengo,3,0,H,2015
5280,Palmeiras,Ponte Preta,0,1,A,2015
5281,Fluminense,Sao Paulo,2,0,H,2015
5282,Athletico-PR,Cruzeiro,2,2,D,2015
5283,Vasco,Chapecoense,1,1,D,2015
5284,Corinthians,Goias,3,0,H,2015
5285,Gremio,Santos,1,0,H,2015
5286,Avai,Palmeiras,1,3,A,2015
5287,Joinville,Figueirense,1,0,H,2015
5288,Ponte Preta,Coritiba,3,0,H,2015
5289,Cruzeiro,Fluminense,2,0,H,2015
5290,Athletico-PR,Corinthians,1,4,A,2015
5291,Flamengo,Internacional,0,1,A,2015
5292,Sao Paulo,Vasco,2,2,D,2015
5293,Gremio,Chapecoense,2,3,A,2015
5294,Santos,Goias,3,1,H,2015
5295,Sport,Atletico-MG,4,1,H,2015
5296,Fluminense,Athletico-PR,0,1,A,2015
5297,Internacional,Joinville,1,0,H,2015
5298,Figueirense,Santos,0,0,D,2015
5299,Palmeiras,Sport,0,2,A,2015
5300,Corinthians,Flamengo,1,0,H,2015
5301,Coritiba,Sao Paulo,1,2,A,2015
5302,Chapecoense,Avai,0,0,D,2015
5303,Vasco,Gremio,0,0,D,2015
5304,Goias,Cruzeiro,0,1,A,2015
5305,Atletico-MG,Ponte Preta,2,1,H,2015
5306,Sao Paulo,Sport,3,0,H,2015
5307,Avai,Cruzeiro,1,1,D,2015
5308,Ponte Preta,Joinville,1,0,H,2015
5309,Coritiba,Figueirense,1,1,D,2015
5310,Chapecoense,Athletico-PR,0,0,D,2015
5311,Santos,Palmeiras,2,1,H,2015
5312,Gremio,Flamengo,2,0,H,2015
5313,Atletico-MG,Corinthians,0,3,A,2015
5314,Vasco,Fluminense,0,1,A,2015
5315,Goias,Internacional,2,1,H,2015
5316,Internacional,Ponte Preta,1,0,H,2015
5317,Corinthians,Coritiba,2,1,H,2015
5318,Athletico-PR,Avai,2,1,H,2015
5319,Fluminense,Chapecoense,2,3,A,2015
5320,Palmeiras,Vasco,0,2,A,2015
5321,Flamengo,Goias,4,1,H,2015
5322,Cruzeiro,Sao Paulo,2,1,H,2015
5323,Figueirense,Atletico-MG,0,1,A,2015
5324,Joinville,Santos,0,0,D,2015
5325,Sport,Gremio,1,0,H,2015
5326,Cruzeiro,Sport,3,0,H,2015
5327,Goias,Coritiba,1,3,A,2015
5328,Ponte Preta,Figueirense,0,1,A,2015
5329,Avai,Joinville,2,1,H,2015
5330,Athletico-PR,Palmeiras,3,3,D,2015
5331,Gremio,Fluminense,1,0,H,2015
5332,Chapecoense,Internacional,1,0,H,2015
5333,Sao Paulo,Atletico-MG,4,2,H,2015
5334,Santos,Flamengo,0,0,D,2015
5335,Vasco,Corinthians,1,1,D,2015
5336,Palmeiras,Cruzeiro,1,1,D,2015
5337,Joinville,Vasco,1,2,A,2015
5338,Atletico-MG,Goias,2,2,D,2015
5339,Internacional,Gremio,1,0,H,2015
5340,Figueirense,Chapecoense,0,0,D,2015
5341,Corinthians,Sao Paulo,6,1,H,2015
5342,Flamengo,Ponte Preta,1,1,D,2015
5343,Fluminense,Avai,3,1,H,2015
5344,Coritiba,Santos,1,0,H,2015
5345,Sport,Athletico-PR,0,0,D,2015
5346,Sao Paulo,Figueirense,3,2,H,2015
5347,Fluminense,Internacional,1,1,D,2015
5348,Avai,Ponte Preta,1,0,H,2015
5349,Sport,Corinthians,2,0,H,2015
5350,Cruzeiro,Joinville,3,0,H,2015
5351,Gremio,Atletico-MG,2,1,H,2015
5352,Chapecoense,Goias,1,3,A,2015
5353,Vasco,Santos,1,0,H,2015
5354,Palmeiras,Coritiba,0,2,A,2015
5355,Athletico-PR,Flamengo,3,0,H,2015
5356,Internacional,Cruzeiro,2,0,H,2015
5357,Flamengo,Palmeiras,1,2,A,2015
5358,Figueirense,Fluminense,1,0,H,2015
5359,Santos,Athletico-PR,5,1,H,2015
5360,Ponte Preta,Sport,0,1,A,2015
5361,Goias,Sao Paulo,0,1,A,2015
5362,Corinthians,Avai,1,1,D,2015
5363,Atletico-MG,Chapecoense,3,0,H,2015
5364,Joinville,Gremio,0,2,A,2015
5365,Coritiba,Vasco,0,0,D,2015
5366,Palmeiras,Athletico-PR,4,0,H,2016
5367,Flamengo,Sport,1,0,H,2016
5368,Atletico-MG,Santos,1,0,H,2016
5369,Coritiba,Cruzeiro,1,0,H,2016
5370,Santa Cruz,Vitoria,4,1,H,2016
5371,Botafogo-RJ,Sao Paulo,0,1,A,2016
5372,Figueirense,Ponte Preta,0,0,D,2016
5373,Corinthians,Gremio,0,0,D,2016
5374,America-MG,Fluminense,0,1,A,2016
5375,Internacional,Chapecoense,0,0,D,2016
5376,Ponte Preta,Palmeiras,2,1,H,2016
5377,Fluminense,Santa Cruz,2,2,D,2016
5378,Cruzeiro,Figueirense,2,2,D,2016
5379,Santos,Coritiba,2,1,H,2016
5380,Athletico-PR,Atletico-MG,1,1,D,2016
5381,Vitoria,Corinthians,3,2,H,2016
5382,Chapecoense,America-MG,3,1,H,2016
5383,Sao Paulo,Internacional,1,2,A,2016
5384,Gremio,Flamengo,1,0,H,2016
5385,Sport,Botafogo-RJ,1,1,D,2016
5386,Figueirense,Santos,2,2,D,2016
5387,Botafogo-RJ,Athletico-PR,2,1,H,2016
5388,Flamengo,Chapecoense,2,2,D,2016
5389,America-MG,Vitoria,1,1,D,2016
5390,Santa Cruz,Cruzeiro,4,1,H,2016
5391,Palmeiras,Fluminense,2,0,H,2016
5392,Coritiba,Sao Paulo,1,1,D,2016
5393,Corinthians,Ponte Preta,3,0,H,2016
5394,Internacional,Sport,1,0,H,2016
5395,Atletico-MG,Gremio,0,3,A,2016
5396,Cruzeiro,America-MG,1,1,D,2016
5397,Athletico-PR,Figueirense,2,1,H,2016
5398,Chapecoense,Santa Cruz,1,1,D,2016
5399,Ponte Preta,Flamengo,1,2,A,2016
5400,Sport,Corinthians,0,2,A,2016
5401,Fluminense,Botafogo-RJ,1,0,H,2016
5402,Vitoria,Atletico-MG,1,1,D,2016
5403,Sao Paulo,Palmeiras,1,0,H,2016
5404,Gremio,Coritiba,2,0,H,2016
5405,Santos,Internacional,0,1,A,2016
5406,Internacional,Athletico-PR,1,0,H,2016
5407,Corinthians,Santos,1,0,H,2016
5408,Santa Cruz,Sport,0,1,A,2016
5409,Coritiba,Chapecoense,3,4,A,2016
5410,Atletico-MG,Fluminense,1,1,D,2016
5411,Figueirense,Sao Paulo,1,0,H,2016
5412,Botafogo-RJ,Cruzeiro,0,1,A,2016
5413,America-MG,Ponte Preta,1,2,A,2016
5414,Palmeiras,Gremio,4,3,H,2016
5415,Flamengo,Vitoria,1,0,H,2016
5416,Athletico-PR,Santa Cruz,1,0,H,2016
5417,Chapecoense,Fluminense,0,0,D,2016
5418,Corinthians,Coritiba,2,1,H,2016
5419,America-MG,Figueirense,1,0,H,2016
5420,Santos,Botafogo-RJ,3,0,H,2016
5421,Vitoria,Internacional,1,0,H,2016
5422,Sport,Atletico-MG,4,4,D,2016
5423,Flamengo,Palmeiras,1,2,A,2016
5424,Gremio,Ponte Preta,1,0,H,2016
5425,Cruzeiro,Sao Paulo,0,1,A,2016
5426,Internacional,America-MG,3,1,H,2016
5427,Ponte Preta,Chapecoense,2,1,H,2016
5428,Fluminense,Gremio,1,1,D,2016
5429,Sao Paulo,Athletico-PR,1,2,A,2016
5430,Coritiba,Sport,3,2,H,2016
5431,Botafogo-RJ,Vitoria,1,1,D,2016
5432,Atletico-MG,Cruzeiro,2,3,A,2016
5433,Palmeiras,Corinthians,1,0,H,2016
5434,Figueirense,Flamengo,1,0,H,2016
5435,Santa Cruz,Santos,0,2,A,2016
5436,Sao Paulo,Vitoria,2,0,H,2016
5437,Chapecoense,Gremio,3,3,D,2016
5438,Ponte Preta,Athletico-PR,3,2,H,2016
5439,Santos,Sport,2,0,H,2016
5440,Santa Cruz,Figueirense,1,0,H,2016
5441,Botafogo-RJ,America-MG,3,1,H,2016
5442,Coritiba,Palmeiras,2,2,D,2016
5443,Cruzeiro,Flamengo,0,1,A,2016
5444,Internacional,Atletico-MG,2,0,H,2016
5445,Fluminense,Corinthians,1,0,H,2016
5446,Palmeiras,Santa Cruz,3,1,H,2016
5447,Athletico-PR,Santos,1,0,H,2016
5448,America-MG,Coritiba,2,1,H,2016
5449,Vitoria,Chapecoense,1,2,A,2016
5450,Atletico-MG,Ponte Preta,3,0,H,2016
5451,Corinthians,Botafogo-RJ,3,1,H,2016
5452,Flamengo,Sao Paulo,2,2,D,2016
5453,Figueirense,Internacional,3,2,H,2016
5454,Sport,Fluminense,2,1,H,2016
5455,Gremio,Cruzeiro,2,0,H,2016
5456,Palmeiras,America-MG,2,0,H,2016
5457,Ponte Preta,Cruzeiro,0,4,A,2016
5458,Botafogo-RJ,Figueirense,0,0,D,2016
5459,Santa Cruz,Flamengo,0,1,A,2016
5460,Fluminense,Santos,2,4,A,2016
5461,Atletico-MG,Corinthians,2,1,H,2016
5462,Chapecoense,Athletico-PR,0,0,D,2016
5463,Gremio,Vitoria,1,2,A,2016
5464,Sao Paulo,Sport,0,0,D,2016
5465,Coritiba,Internacional,1,1,D,2016
5466,Cruzeiro,Palmeiras,2,1,H,2016
5467,Corinthians,Santa Cruz,2,1,H,2016
5468,America-MG,Atletico-MG,0,1,A,2016
5469,Flamengo,Fluminense,1,2,A,2016
5470,Vitoria,Ponte Preta,1,1,D,2016
5471,Athletico-PR,Gremio,2,0,H,2016
5472,Internacional,Botafogo-RJ,2,3,A,2016
5473,Santos,Sao Paulo,3,0,H,2016
5474,Sport,Chapecoense,5,1,H,2016
5475,Figueirense,Coritiba,0,0,D,2016
5476,Flamengo,Internacional,1,0,H,2016
5477,Vitoria,Sport,3,2,H,2016
5478,Gremio,Santos,3,2,H,2016
5479,Coritiba,Athletico-PR,1,0,H,2016
5480,Chapecoense,Cruzeiro,3,2,H,2016
5481,Sao Paulo,Fluminense,2,1,H,2016
5482,America-MG,Corinthians,0,2,A,2016
5483,Santa Cruz,Ponte Preta,0,3,A,2016
5484,Palmeiras,Figueirense,4,0,H,2016
5485,Atletico-MG,Botafogo-RJ,5,3,H,2016
5486,Fluminense,Coritiba,0,0,D,2016
5487,Athletico-PR,America-MG,1,0,H,2016
5488,Cruzeiro,Vitoria,2,2,D,2016
5489,Internacional,Gremio,0,1,A,2016
5490,Santos,Chapecoense,3,0,H,2016
5491,Ponte Preta,Sao Paulo,1,0,H,2016
5492,Corinthians,Flamengo,4,0,H,2016
5493,Botafogo-RJ,Santa Cruz,2,1,H,2016
5494,Figueirense,Atletico-MG,1,1,D,2016
5495,Sport,Palmeiras,1,3,A,2016
5496,Chapecoense,Corinthians,0,2,A,2016
5497,Coritiba,Botafogo-RJ,0,0,D,2016
5498,Ponte Preta,Sport,2,1,H,2016
5499,Gremio,Figueirense,2,1,H,2016
5500,Flamengo,Atletico-MG,2,0,H,2016
5501,Santa Cruz,Internacional,1,0,H,2016
5502,Sao Paulo,America-MG,3,0,H,2016
5503,Vitoria,Fluminense,0,0,D,2016
5504,Cruzeiro,Athletico-PR,0,3,A,2016
5505,Palmeiras,Santos,1,1,D,2016
5506,Botafogo-RJ,Flamengo,3,3,D,2016
5507,Santos,Ponte Preta,3,1,H,2016
5508,America-MG,Santa Cruz,0,3,A,2016
5509,Internacional,Palmeiras,0,1,A,2016
5510,Figueirense,Chapecoense,1,1,D,2016
5511,Fluminense,Cruzeiro,2,0,H,2016
5512,Athletico-PR,Vitoria,1,1,D,2016
5513,Corinthians,Sao Paulo,1,1,D,2016
5514,Sport,Gremio,4,2,H,2016
5515,Atletico-MG,Coritiba,2,1,H,2016
5516,Corinthians,Figueirense,1,1,D,2016
5517,Santa Cruz,Coritiba,0,1,A,2016
5518,Palmeiras,Atletico-MG,0,1,A,2016
5519,Ponte Preta,Internacional,2,2,D,2016
5520,Gremio,Sao Paulo,1,0,H,2016
5521,Athletico-PR,Fluminense,1,0,H,2016
5522,Cruzeiro,Sport,1,2,A,2016
5523,Chapecoense,Botafogo-RJ,2,1,H,2016
5524,Vitoria,Santos,2,3,A,2016
5525,Flamengo,America-MG,2,1,H,2016
5526,Figueirense,Vitoria,1,0,H,2016
5527,Sport,Athletico-PR,2,0,H,2016
5528,Atletico-MG,Santa Cruz,3,0,H,2016
5529,Sao Paulo,Chapecoense,2,2,D,2016
5530,Fluminense,Ponte Preta,3,0,H,2016
5531,Coritiba,Flamengo,0,2,A,2016
5532,Internacional,Corinthians,0,1,A,2016
5533,Santos,Cruzeiro,2,0,H,2016
5534,Botafogo-RJ,Palmeiras,3,1,H,2016
5535,America-MG,Gremio,0,0,D,2016
5536,Vitoria,Coritiba,3,1,H,2016
5537,Sport,America-MG,1,1,D,2016
5538,Santos,Flamengo,0,0,D,2016
5539,Athletico-PR,Corinthians,2,0,H,2016
5540,Ponte Preta,Botafogo-RJ,2,0,H,2016
5541,Gremio,Santa Cruz,0,0,D,2016
5542,Sao Paulo,Atletico-MG,1,2,A,2016
5543,Cruzeiro,Internacional,4,2,H,2016
5544,Chapecoense,Palmeiras,1,1,D,2016
5545,Flamengo,Athletico-PR,1,0,H,2016
5546,America-MG,Santos,1,0,H,2016
5547,Coritiba,Ponte Preta,3,1,H,2016
5548,Palmeiras,Vitoria,2,1,H,2016
5549,Santa Cruz,Sao Paulo,1,2,A,2016
5550,Internacional,Fluminense,2,2,D,2016
5551,Figueirense,Sport,1,1,D,2016
5552,Atletico-MG,Chapecoense,3,1,H,2016
5553,Corinthians,Cruzeiro,1,1,D,2016
